STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_RATE_1516.1,DATE_CUR
MISSOURI,29,2900022,MO SCHLS FOR THE SEV DISABLED,2.90E+11,BRIARWOOD SCHOOL,87,7/1/2017
MISSOURI,29,2900022,MO SCHLS FOR THE SEV DISABLED,2.90E+11,COLLEGE VIEW SCHOOL,87,7/1/2017
MISSOURI,29,2900022,MO SCHLS FOR THE SEV DISABLED,2.90E+11,NEW DAWN SCHOOL,87,7/1/2017
MISSOURI,29,2900022,MO SCHLS FOR THE SEV DISABLED,2.90E+11,CURRENT RIVER SCHOOL,87,7/1/2017
MISSOURI,29,2900022,MO SCHLS FOR THE SEV DISABLED,2.90E+11,OZARK HILLS SCHOOL,87,7/1/2017
MISSOURI,29,2900022,MO SCHLS FOR THE SEV DISABLED,2.90E+11,CEDAR RIDGE SCHOOL,87,7/1/2017
MISSOURI,29,2900022,MO SCHLS FOR THE SEV DISABLED,2.90E+11,GATEWAY/HUBERT WHEELER SCHOOL,87,7/1/2017
MISSOURI,29,2900022,MO SCHLS FOR THE SEV DISABLED,2.90E+11,ROLLING MEADOW SCHOOL,87,7/1/2017
MISSOURI,29,2900025,ALLEN VILLAGE,2.90E+11,ALLEN VILLAGE HIGH SCHOOL,80,7/1/2017
MISSOURI,29,2900027,UNIVERSITY ACADEMY,2.90E+11,UNIVERSITY ACADEMY-UPPER,90,7/1/2017
MISSOURI,29,2900029,ALTA VISTA CHARTER SCH.,2.90E+11,ALTA VISTA CHARTER SCHOOL,60,7/1/2017
MISSOURI,29,2900574,LIFT FOR LIFE ACADEMY,2.90E+11,LIFT FOR LIFE ACADEMY HIGH SCH,95,7/1/2017
MISSOURI,29,2900579,CONFLUENCE ACADEMIES,2.90E+11,CONFLUENCE PREPARATORY ACADEMY,90,7/1/2017
MISSOURI,29,2900590,FRONTIER SCHOOL OF INNOVATION,2.90E+11,FRONTIER SCHL OF EXCELLENCE-U,80,7/1/2017
MISSOURI,29,2900592,GATEWAY SCIENCE ACAD/ST LOUIS,2.90E+11,GATEWAY SCIENCE ACADEMY HIGH,90,7/1/2017
MISSOURI,29,2900593,DELASALLE CHARTER SCHOOL,2.90E+11,DELASALLE CHARTER SCHOOL,50,7/1/2017
MISSOURI,29,2900595,GRAND CENTER ARTS ACADEMY,2.90E+11,GRAND CENTER ARTS ACADEMY HIGH,95,7/1/2017
MISSOURI,29,2901000,COLUMBIA 93,2.90E+11,ROCK BRIDGE SR. HIGH,95,7/1/2017
MISSOURI,29,2901000,COLUMBIA 93,2.90E+11,DAVID H. HICKMAN HIGH,90,7/1/2017
MISSOURI,29,2901000,COLUMBIA 93,2.90E+11,FREDERICK DOUGLASS HIGH,75,7/1/2017
MISSOURI,29,2901000,COLUMBIA 93,2.90E+11,MURIEL W. BATTLE HIGH SCHOOL,89,7/1/2017
MISSOURI,29,2902850,ADRIAN R-III,2.90E+11,ADRIAN SR. HIGH,90,7/1/2017
MISSOURI,29,2902880,ADVANCE R-IV,2.90E+11,ADVANCE HIGH,80,7/1/2017
MISSOURI,29,2902910,AFFTON 101,2.90E+11,AFFTON HIGH,90,7/1/2017
MISSOURI,29,2902970,ALBANY R-III,2.90E+11,ALBANY HIGH,80,7/1/2017
MISSOURI,29,2903000,SANTA FE R-X,2.90E+11,SANTA FE HIGH,90,7/1/2017
MISSOURI,29,2903060,ALTON R-IV,2.90E+11,Alton High,90,7/1/2017
MISSOURI,29,2903120,APPLETON CITY R-II,2.90E+11,APPLETON CITY HIGH,90,7/1/2017
MISSOURI,29,2903150,ARCADIA VALLEY R-II,2.90E+11,ARCADIA VALLEY HIGH,90,7/1/2017
MISSOURI,29,2903200,ARCHIE R-V,2.90E+11,ARCHIE HIGH,90,7/1/2017
MISSOURI,29,2903270,ASH GROVE R-IV,2.90E+11,ASH GROVE HIGH,90,7/1/2017
MISSOURI,29,2903480,ATLANTA C-3,2.90E+11,ATLANTA HIGH,80,7/1/2017
MISSOURI,29,2904020,AURORA R-VIII,2.90E+11,AURORA HIGH,95,7/1/2017
MISSOURI,29,2904050,AVA R-I,2.90E+11,AVA HIGH,95,7/1/2017
MISSOURI,29,2904140,BAKERSFIELD R-IV,2.90E+11,BAKERSFIELD HIGH,90,7/1/2017
MISSOURI,29,2904170,BALLARD R-II,2.90E+11,BALLARD HIGH,50,7/1/2017
MISSOURI,29,2904500,BAYLESS,2.90E+11,BAYLESS SR. HIGH,90,7/1/2017
MISSOURI,29,2904530,BELL CITY R-II,2.90E+11,BELL CITY HIGH,80,7/1/2017
MISSOURI,29,2904620,BELTON 124,2.90E+11,BELTON HIGH,83,7/1/2017
MISSOURI,29,2904890,SCOTT CO. R-IV,2.90E+11,THOMAS W. KELLY HIGH,90,7/1/2017
MISSOURI,29,2904950,BERNIE R-XIII,2.90E+11,BERNIE HIGH,90,7/1/2017
MISSOURI,29,2904980,BEVIER C-4,2.90E+11,BEVIER HIGH,80,7/1/2017
MISSOURI,29,2905070,BILLINGS R-IV,2.91E+11,BILLINGS SR. HIGH,80,7/1/2017
MISSOURI,29,2905130,BISMARCK R-V,2.91E+11,BISMARCK R-V HIGH,90,7/1/2017
MISSOURI,29,2905250,BLOOMFIELD R-XIV,2.91E+11,BLOOMFIELD HIGH,90,7/1/2017
MISSOURI,29,2905280,BLUE EYE R-V,2.91E+11,BLUE EYE HIGH,90,7/1/2017
MISSOURI,29,2905310,BLUE SPRINGS R-IV,2.91E+11,BLUE SPRINGS HIGH,93,7/1/2017
MISSOURI,29,2905310,BLUE SPRINGS R-IV,2.91E+11,BLUE SPRINGS SOUTH HIGH,96,7/1/2017
MISSOURI,29,2905370,BOLIVAR R-I,2.91E+11,BOLIVAR HIGH,91,7/1/2017
MISSOURI,29,2905430,NORTH ST. FRANCOIS CO. R-I,2.91E+11,NORTH CO. SR. HIGH,92,7/1/2017
MISSOURI,29,2905580,BOONVILLE R-I,2.91E+11,BOONVILLE HIGH,95,7/1/2017
MISSOURI,29,2905610,BOSWORTH R-V,2.91E+11,BOSWORTH HIGH,87,7/1/2017
MISSOURI,29,2905640,CRAWFORD CO. R-I,2.91E+11,BOURBON HIGH SCHOOL,95,7/1/2017
MISSOURI,29,2905660,BOWLING GREEN R-I,2.91E+11,BOWLING GREEN HIGH,90,7/1/2017
MISSOURI,29,2905700,BRADLEYVILLE R-I,2.91E+11,BRADLEYVILLE HIGH,90,7/1/2017
MISSOURI,29,2905730,DELTA C-7,2.91E+11,DELTA C-7 HIGH,80,7/1/2017
MISSOURI,29,2905760,BRANSON R-IV,2.91E+11,BRANSON HIGH,95,7/1/2017
MISSOURI,29,2905790,ADAIR CO. R-II,2.91E+11,ADAIR CO. HIGH,80,7/1/2017
MISSOURI,29,2905820,BRAYMER C-4,2.91E+11,BRAYMER HIGH,80,7/1/2017
MISSOURI,29,2905850,BRECKENRIDGE R-I,2.91E+11,BRECKENRIDGE HIGH,87,7/1/2017
MISSOURI,29,2905880,BRENTWOOD,2.91E+11,BRENTWOOD HIGH,95,7/1/2017
MISSOURI,29,2905910,BRONAUGH R-VII,2.91E+11,BRONAUGH HIGH,50,7/1/2017
MISSOURI,29,2905940,BROOKFIELD R-III,2.91E+11,BROOKFIELD HIGH,95,7/1/2017
MISSOURI,29,2906000,LINN CO. R-I,2.91E+11,LINN CO. HIGH,80,7/1/2017
MISSOURI,29,2906030,BRUNSWICK R-II,2.91E+11,BRUNSWICK HIGH,80,7/1/2017
MISSOURI,29,2906090,BUCKLIN R-II,2.91E+11,BUCKLIN HIGH,50,7/1/2017
MISSOURI,29,2906120,DALLAS CO. R-I,2.91E+11,BUFFALO HIGH,85,7/1/2017
MISSOURI,29,2906150,COOPER CO. R-IV,2.91E+11,BUNCETON HIGH,50,7/1/2017
MISSOURI,29,2906170,BUNKER R-III,2.91E+11,BUNKER HIGH,80,7/1/2017
MISSOURI,29,2906360,BUTLER R-V,2.91E+11,BUTLER HIGH,90,7/1/2017
MISSOURI,29,2906430,CABOOL R-IV,2.91E+11,CABOOL HIGH,90,7/1/2017
MISSOURI,29,2906450,CAINSVILLE R-I,2.91E+11,CAINSVILLE HIGH,50,7/1/2017
MISSOURI,29,2906480,CALHOUN R-VIII,2.91E+11,CALHOUN HIGH,50,7/1/2017
MISSOURI,29,2906510,MONITEAU CO. R-I,2.91E+11,CALIFORNIA HIGH,90,7/1/2017
MISSOURI,29,2906990,CAMDENTON R-III,2.91E+11,CAMDENTON HIGH,94,7/1/2017
MISSOURI,29,2907020,CAMERON R-I,2.91E+11,CAMERON HIGH,90,7/1/2017
MISSOURI,29,2907050,CAMPBELL R-II,2.91E+11,CAMPBELL HIGH,90,7/1/2017
MISSOURI,29,2907080,CANTON R-V,2.91E+11,CANTON HIGH,90,7/1/2017
MISSOURI,29,2907120,CAPE GIRARDEAU 63,2.91E+11,CENTRAL HIGH,87,7/1/2017
MISSOURI,29,2907350,CARL JUNCTION R-I,2.91E+11,Carl Junction High School,90,7/1/2017
MISSOURI,29,2907380,CARROLLTON R-VII,2.91E+11,SENIOR HIGH,90,7/1/2017
MISSOURI,29,2907460,CARTHAGE R-IX,2.91E+11,CARTHAGE HIGH SCHOOL,93,7/1/2017
MISSOURI,29,2907470,CARUTHERSVILLE 18,2.91E+11,CARUTHERSVILLE HIGH,90,7/1/2017
MISSOURI,29,2908170,CASSVILLE R-IV,2.91E+11,CASSVILLE HIGH,90,7/1/2017
MISSOURI,29,2908250,CENTER 58,2.91E+11,CENTER SR. HIGH,85,7/1/2017
MISSOURI,29,2908320,JOHNSON CO. R-VII,2.91E+11,CREST RIDGE HIGH,90,7/1/2017
MISSOURI,29,2908370,FT. ZUMWALT R-II,2.91E+11,FT. ZUMWALT NORTH HIGH,89,7/1/2017
MISSOURI,29,2908370,FT. ZUMWALT R-II,2.91E+11,FT. ZUMWALT SOUTH HIGH,93,7/1/2017
MISSOURI,29,2908370,FT. ZUMWALT R-II,2.91E+11,FT. ZUMWALT WEST HIGH,93,7/1/2017
MISSOURI,29,2908370,FT. ZUMWALT R-II,2.91E+11,FT. ZUMWALT EAST HIGH,90,7/1/2017
MISSOURI,29,2908400,CENTRALIA R-VI,2.91E+11,CENTRALIA HIGH,85,7/1/2017
MISSOURI,29,2908430,CHADWICK R-I,2.91E+11,CHADWICK HIGH,50,7/1/2017
MISSOURI,29,2908460,CHAFFEE R-II,2.91E+11,CHAFFEE JR.-SR. HIGH,90,7/1/2017
MISSOURI,29,2908490,OSAGE CO. R-I,2.91E+11,CHAMOIS HIGH,50,7/1/2017
MISSOURI,29,2908670,CHARLESTON R-I,2.91E+11,CHARLESTON HIGH,95,7/1/2017
MISSOURI,29,2908730,CHILHOWEE R-IV,2.91E+11,CHILHOWEE HIGH,80,7/1/2017
MISSOURI,29,2908760,CHILLICOTHE R-II,2.91E+11,CHILLICOTHE HIGH,95,7/1/2017
MISSOURI,29,2909120,CLARKTON C-4,2.91E+11,CLARKTON HIGH,80,7/1/2017
MISSOURI,29,2909720,CLAYTON,2.91E+11,CLAYTON HIGH,98,7/1/2017
MISSOURI,29,2909750,CLEARWATER R-I,2.91E+11,CLEARWATER HIGH,95,7/1/2017
MISSOURI,29,2909780,CLEVER R-V,2.91E+11,CLEVER HIGH,95,7/1/2017
MISSOURI,29,2909810,CLIMAX SPRINGS R-IV,2.91E+11,CLIMAX SPRINGS HIGH,80,7/1/2017
MISSOURI,29,2909860,CLINTON,2.91E+11,CLINTON SR. HIGH,85,7/1/2017
MISSOURI,29,2909900,COLE CAMP R-I,2.91E+11,COLE CAMP HIGH,95,7/1/2017
MISSOURI,29,2909930,BLAIR OAKS R-II,2.91E+11,BLAIR OAKS HIGH,95,7/1/2017
MISSOURI,29,2910020,COMMUNITY R-VI,2.91E+11,COMMUNITY HIGH,80,7/1/2017
MISSOURI,29,2910080,CONCORDIA R-II,2.91E+11,CONCORDIA HIGH,80,7/1/2017
MISSOURI,29,2910110,LACLEDE CO. R-I,2.91E+11,CONWAY HIGH SCHOOLS,95,7/1/2017
MISSOURI,29,2910140,COOTER R-IV,2.91E+11,COOTER HIGH,80,7/1/2017
MISSOURI,29,2910200,COUCH R-I,2.91E+11,COUCH HIGH,80,7/1/2017
MISSOURI,29,2910260,CRAIG R-III,2.91E+11,CRAIG HIGH,50,7/1/2017
MISSOURI,29,2910290,CRANE R-III,2.91E+11,CRANE HIGH,90,7/1/2017
MISSOURI,29,2910320,SHERWOOD CASS R-VIII,2.91E+11,SHERWOOD HIGH,95,7/1/2017
MISSOURI,29,2910350,CROCKER R-II,2.91E+11,CROCKER HIGH,90,7/1/2017
MISSOURI,29,2910380,CRYSTAL CITY 47,2.91E+11,CRYSTAL CITY HIGH,80,7/1/2017
MISSOURI,29,2910410,CRAWFORD CO. R-II,2.91E+11,CUBA HIGH,90,7/1/2017
MISSOURI,29,2910440,DADEVILLE R-II,2.91E+11,DADEVILLE SR. HIGH,50,7/1/2017
MISSOURI,29,2910500,DESOTO 73,2.91E+11,DESOTO SR. HIGH,95,7/1/2017
MISSOURI,29,2910520,LAKELAND R-III,2.91E+11,LAKELAND HIGH,80,7/1/2017
MISSOURI,29,2910590,BUCHANAN CO. R-IV,2.91E+11,DEKALB JR.-SR. HIGH,80,7/1/2017
MISSOURI,29,2910620,DELTA R-V,2.91E+11,DELTA HIGH,80,7/1/2017
MISSOURI,29,2910770,DEXTER R-XI,2.91E+11,DEXTER HIGH,90,7/1/2017
MISSOURI,29,2910800,DIAMOND R-IV,2.91E+11,DIAMOND HIGH,90,7/1/2017
MISSOURI,29,2910830,DIXON R-I,2.91E+11,DIXON HIGH,95,7/1/2017
MISSOURI,29,2910920,DONIPHAN R-I,2.91E+11,CURRENT RIVER CAREER CENTER,80,7/1/2017
MISSOURI,29,2910920,DONIPHAN R-I,2.91E+11,DONIPHAN HIGH,85,7/1/2017
MISSOURI,29,2910950,DORA R-III,2.91E+11,DORA HIGH,80,7/1/2017
MISSOURI,29,2911070,DREXEL R-IV,2.91E+11,DREXEL HIGH,80,7/1/2017
MISSOURI,29,2911100,EAST CARTER CO. R-II,2.91E+11,EAST CARTER CO. R-II HIGH,95,7/1/2017
MISSOURI,29,2911220,EAST PRAIRIE R-II,2.91E+11,EAST PRAIRIE HIGH,95,7/1/2017
MISSOURI,29,2911250,EAST BUCHANAN CO. C-1,2.91E+11,EAST BUCHANAN HIGH,85,7/1/2017
MISSOURI,29,2911280,KNOX CO. R-I,2.91E+11,KNOX CO. HIGH,90,7/1/2017
MISSOURI,29,2911310,EL DORADO SPRINGS R-II,2.91E+11,EL DORADO SPRINGS HIGH,90,7/1/2017
MISSOURI,29,2911340,ELDON R-I,2.91E+11,ELDON HIGH,95,7/1/2017
MISSOURI,29,2911400,ELSBERRY R-II,2.91E+11,ELSBERRY HIGH,80,7/1/2017
MISSOURI,29,2911450,EMINENCE R-I,2.91E+11,EMINENCE HIGH,80,7/1/2017
MISSOURI,29,2911550,COLE CO. R-V,2.91E+11,EUGENE HIGH,80,7/1/2017
MISSOURI,29,2911580,EVERTON R-III,2.91E+11,EVERTON HIGH,50,7/1/2017
MISSOURI,29,2911650,EXCELSIOR SPRINGS 40,2.91E+11,EXCELSIOR SPRINGS HIGH,95,7/1/2017
MISSOURI,29,2911670,EXETER R-VI,2.91E+11,EXETER HIGH,80,7/1/2017
MISSOURI,29,2911700,FAIR GROVE R-X,2.91E+11,FAIR GROVE HIGH,90,7/1/2017
MISSOURI,29,2911730,FAIR PLAY R-II,2.91E+11,FAIR PLAY HIGH,80,7/1/2017
MISSOURI,29,2911760,FAIRFAX R-III,2.91E+11,FAIRFAX HIGH,50,7/1/2017
MISSOURI,29,2911910,FARMINGTON R-VII,2.91E+11,FARMINGTON SR. HIGH,90,7/1/2017
MISSOURI,29,2911940,MID-BUCHANAN CO. R-V,2.91E+11,MID-BUCHANAN SR. HIGH,90,7/1/2017
MISSOURI,29,2911990,FAYETTE R-III,2.91E+11,FAYETTE HIGH,90,7/1/2017
MISSOURI,29,2912010,FERGUSON-FLORISSANT R-II,2.91E+11,MCCLUER NORTH HIGH,85,7/1/2017
MISSOURI,29,2912010,FERGUSON-FLORISSANT R-II,2.91E+11,MCCLUER HIGH,73,7/1/2017
MISSOURI,29,2912010,FERGUSON-FLORISSANT R-II,2.91E+11,MCCLUER SOUTH-BERKELEY HIGH,70,7/1/2017
MISSOURI,29,2912030,FESTUS R-VI,2.91E+11,FESTUS SR. HIGH,95,7/1/2017
MISSOURI,29,2912180,FORDLAND R-III,2.91E+11,FORDLAND HIGH,90,7/1/2017
MISSOURI,29,2912240,FORSYTH R-III,2.91E+11,FORSYTH HIGH,95,7/1/2017
MISSOURI,29,2912290,FORT OSAGE R-I,2.91E+11,FORT OSAGE HIGH,96,7/1/2017
MISSOURI,29,2912300,FOX C-6,2.91E+11,FOX SR. HIGH,92,7/1/2017
MISSOURI,29,2912300,FOX C-6,2.91E+11,SECKMAN SR. HIGH,97,7/1/2017
MISSOURI,29,2912540,FREDERICKTOWN R-I,2.91E+11,FREDERICKTOWN HIGH,95,7/1/2017
MISSOURI,29,2912550,FULTON 58,2.91E+11,FULTON SR. HIGH,90,7/1/2017
MISSOURI,29,2912600,GAINESVILLE R-V,2.91E+11,GAINESVILLE HIGH,90,7/1/2017
MISSOURI,29,2912630,GALENA R-II,2.91E+11,GALENA HIGH,90,7/1/2017
MISSOURI,29,2912660,GALLATIN R-V,2.91E+11,GALLATIN HIGH,90,7/1/2017
MISSOURI,29,2912690,GRUNDY CO. R-V,2.91E+11,GRUNDY CO. HIGH,50,7/1/2017
MISSOURI,29,2912780,GIDEON 37,2.91E+11,GIDEON HIGH,80,7/1/2017
MISSOURI,29,2912870,GILMAN CITY R-IV,2.91E+11,GILMAN CITY HIGH,50,7/1/2017
MISSOURI,29,2912900,GLASGOW,2.91E+11,GLASGOW HIGH,80,7/1/2017
MISSOURI,29,2912930,GOLDEN CITY R-III,2.91E+11,GOLDEN CITY HIGH,50,7/1/2017
MISSOURI,29,2913080,GRAIN VALLEY R-V,2.91E+11,GRAIN VALLEY HIGH,99,7/1/2017
MISSOURI,29,2913140,GRANDVIEW C-4,2.91E+11,GRANDVIEW SR. HIGH,85,7/1/2017
MISSOURI,29,2913170,GRANDVIEW R-II,2.91E+11,GRANDVIEW HIGH,95,7/1/2017
MISSOURI,29,2913230,GREEN CITY R-I,2.91E+11,GREEN CITY HIGH,80,7/1/2017
MISSOURI,29,2913290,GREEN RIDGE R-VIII,2.91E+11,GREEN RIDGE HIGH,80,7/1/2017
MISSOURI,29,2913320,GREENFIELD R-IV,2.91E+11,GREENFIELD HIGH,50,7/1/2017
MISSOURI,29,2913380,GREENVILLE R-II,2.91E+11,GREENVILLE HIGH,80,7/1/2017
MISSOURI,29,2913500,HALE R-I,2.91E+11,HALE HIGH,50,7/1/2017
MISSOURI,29,2913530,HALFWAY R-III,2.91E+11,HALFWAY SECONDARY,50,7/1/2017
MISSOURI,29,2913560,HALLSVILLE R-IV,2.91E+11,HALLSVILLE HIGH,90,7/1/2017
MISSOURI,29,2913590,HAMILTON R-II,2.91E+11,PENNEY HIGH,90,7/1/2017
MISSOURI,29,2913620,HANCOCK PLACE,2.91E+11,HANCOCK SR. HIGH,95,7/1/2017
MISSOURI,29,2913650,HANNIBAL 60,2.91E+11,HANNIBAL SR. HIGH,94,7/1/2017
MISSOURI,29,2913680,HARDIN-CENTRAL C-2,2.91E+11,HARDIN-CENTRAL HIGH,50,7/1/2017
MISSOURI,29,2913710,HARRISBURG R-VIII,2.91E+11,HARRISBURG HIGH,90,7/1/2017
MISSOURI,29,2913760,HARRISONVILLE R-IX,2.91E+11,HARRISONVILLE HIGH,93,7/1/2017
MISSOURI,29,2913770,HARTVILLE R-II,2.91E+11,HARTVILLE HIGH,90,7/1/2017
MISSOURI,29,2913800,HAYTI R-II,2.91E+11,HAYTI HIGH,90,7/1/2017
MISSOURI,29,2913830,HAZELWOOD,2.91E+11,HAZELWOOD CENTRAL HIGH,90,7/1/2017
MISSOURI,29,2913830,HAZELWOOD,2.91E+11,HAZELWOOD WEST HIGH,92,7/1/2017
MISSOURI,29,2913830,HAZELWOOD,2.91E+11,HAZELWOOD EAST HIGH,87,7/1/2017
MISSOURI,29,2914250,DUNKLIN R-V,2.91E+11,HERCULANEUM HIGH,85,7/1/2017
MISSOURI,29,2914280,GASCONADE CO. R-I,2.91E+11,HERMANN HIGH,95,7/1/2017
MISSOURI,29,2914310,HERMITAGE R-IV,2.91E+11,HERMITAGE HIGH,80,7/1/2017
MISSOURI,29,2914320,HICKORY CO. R-I,2.91E+11,SKYLINE HIGH,90,7/1/2017
MISSOURI,29,2914340,HICKMAN MILLS C-1,2.91E+11,RUSKIN HIGH SCHOOL,82,7/1/2017
MISSOURI,29,2914370,HIGBEE R-VIII,2.91E+11,HIGBEE HIGH,80,7/1/2017
MISSOURI,29,2914400,LAFAYETTE CO. C-1,2.91E+11,LAFAYETTE CO. HIGH,95,7/1/2017
MISSOURI,29,2914430,HILLSBORO R-III,2.91E+11,HILLSBORO HIGH,95,7/1/2017
MISSOURI,29,2914430,HILLSBORO R-III,2.91E+11,JUVENILE DETENTION CTR.,87,7/1/2017
MISSOURI,29,2914460,HOLCOMB R-III,2.91E+11,HOLCOMB HIGH,90,7/1/2017
MISSOURI,29,2914490,HOLDEN R-III,2.91E+11,HOLDEN HIGH,95,7/1/2017
MISSOURI,29,2914550,HOLLISTER R-V,2.91E+11,HOLLISTER HIGH,95,7/1/2017
MISSOURI,29,2914840,HOUSTON R-I,2.91E+11,HOUSTON HIGH,90,7/1/2017
MISSOURI,29,2915270,PETTIS CO. R-V,2.92E+11,NORTHWEST HIGH,80,7/1/2017
MISSOURI,29,2915300,HUMANSVILLE R-IV,2.92E+11,HUMANSVILLE HIGH,80,7/1/2017
MISSOURI,29,2915330,HUME R-VIII,2.92E+11,HUME HIGH,80,7/1/2017
MISSOURI,29,2915390,HURLEY R-I,2.92E+11,HURLEY HIGH,80,7/1/2017
MISSOURI,29,2915420,IBERIA R-V,2.92E+11,IBERIA HIGH,90,7/1/2017
MISSOURI,29,2915450,SCOTT CITY R-I,2.92E+11,SCOTT CITY HIGH,90,7/1/2017
MISSOURI,29,2915480,INDEPENDENCE 30,2.92E+11,TRUMAN HIGH,94,7/1/2017
MISSOURI,29,2915480,INDEPENDENCE 30,2.92E+11,WILLIAM CHRISMAN HIGH,91,7/1/2017
MISSOURI,29,2915480,INDEPENDENCE 30,2.92E+11,VAN HORN HIGH,90,7/1/2017
MISSOURI,29,2915510,IRON CO. C-4,2.92E+11,Viburnum High,80,7/1/2017
MISSOURI,29,2915600,JACKSON R-II,2.92E+11,JACKSON SR. HIGH,94,7/1/2017
MISSOURI,29,2915630,NORTH DAVIESS R-III,2.92E+11,NORTH DAVIESS HIGH,87,7/1/2017
MISSOURI,29,2915660,JAMESTOWN C-1,2.92E+11,JAMESTOWN C-I HIGH,80,7/1/2017
MISSOURI,29,2916140,JASPER CO. R-V,2.92E+11,JASPER HIGH,90,7/1/2017
MISSOURI,29,2916190,JEFFERSON CITY,2.92E+11,JEFFERSON CITY HIGH,86,7/1/2017
MISSOURI,29,2916200,JEFFERSON C-123,2.92E+11,JEFFERSON HIGH,50,7/1/2017
MISSOURI,29,2916230,JEFFERSON CO. R-VII,2.92E+11,JEFFERSON HIGH SCHOOL,95,7/1/2017
MISSOURI,29,2916290,JENNINGS,2.92E+11,JENNINGS HIGH,95,7/1/2017
MISSOURI,29,2916350,JOPLIN SCHOOLS,2.92E+11,JOPLIN HIGH,82,7/1/2017
MISSOURI,29,2916380,CLARK CO. R-I,2.92E+11,CLARK CO. HIGH,95,7/1/2017
MISSOURI,29,2916400,KANSAS CITY 33,2.92E+11,CENTRAL ACADEMY OF EXCELLENCE,55,7/1/2017
MISSOURI,29,2916400,KANSAS CITY 33,2.92E+11,LINCOLN COLLEGE PREP.,95,7/1/2017
MISSOURI,29,2916400,KANSAS CITY 33,2.92E+11,NORTHEAST HIGH,62,7/1/2017
MISSOURI,29,2916400,KANSAS CITY 33,2.92E+11,PASEO ACAD. OF PERFORMING ARTS,80,7/1/2017
MISSOURI,29,2916400,KANSAS CITY 33,2.92E+11,EAST HIGH SCHOOL,60,7/1/2017
MISSOURI,29,2916400,KANSAS CITY 33,2.92E+11,SOUTHWEST EARLY COLLEGE CAMPUS,55,7/1/2017
MISSOURI,29,2916400,KANSAS CITY 33,2.92E+11,AFRICAN CENT COLLEGE PREP ACAD,80,7/1/2017
MISSOURI,29,2916450,KEARNEY R-I,2.92E+11,KEARNEY HIGH,97,7/1/2017
MISSOURI,29,2916500,KENNETT 39,2.92E+11,KENNETT HIGH,90,7/1/2017
MISSOURI,29,2916530,KEYTESVILLE R-III,2.92E+11,KEYTESVILLE HIGH,80,7/1/2017
MISSOURI,29,2916590,KING CITY R-I,2.92E+11,KING CITY HIGH,80,7/1/2017
MISSOURI,29,2916660,KINGSVILLE R-I,2.92E+11,KINGSVILLE HIGH,80,7/1/2017
MISSOURI,29,2916740,KIRKSVILLE R-III,2.92E+11,KIRKSVILLE SR. HIGH,90,7/1/2017
MISSOURI,29,2916770,KIRKWOOD R-VII,2.92E+11,KIRKWOOD SR. HIGH,98,7/1/2017
MISSOURI,29,2916830,KNOB NOSTER R-VIII,2.92E+11,KNOB NOSTER HIGH,90,7/1/2017
MISSOURI,29,2916860,OREGON-HOWELL R-III,2.92E+11,KOSHKONONG HIGH,90,7/1/2017
MISSOURI,29,2916920,LA MONTE R-IV,2.92E+11,LA MONTE HIGH,80,7/1/2017
MISSOURI,29,2916950,LA PLATA R-II,2.92E+11,LA PLATA HIGH,80,7/1/2017
MISSOURI,29,2917820,LADUE,2.92E+11,LADUE HORTON WATKINS HIGH,98,7/1/2017
MISSOURI,29,2917850,LAMAR R-I,2.92E+11,LAMAR HIGH,90,7/1/2017
MISSOURI,29,2917880,LAQUEY R-V,2.92E+11,LAQUEY R-V HIGH,90,7/1/2017
MISSOURI,29,2917970,LATHROP R-II,2.92E+11,LATHROP HIGH,95,7/1/2017
MISSOURI,29,2918220,LAWSON R-XIV,2.92E+11,LAWSON HIGH,95,7/1/2017
MISSOURI,29,2918240,WEST ST. FRANCOIS CO. R-IV,2.92E+11,WEST COUNTY HIGH,90,7/1/2017
MISSOURI,29,2918270,LEBANON R-III,2.92E+11,LEBANON SR. HIGH,94,7/1/2017
MISSOURI,29,2918300,LEE'S SUMMIT R-VII,2.92E+11,LEE'S SUMMIT SR. HIGH,94,7/1/2017
MISSOURI,29,2918300,LEE'S SUMMIT R-VII,2.92E+11,LEE'S SUMMIT NORTH HIGH,93,7/1/2017
MISSOURI,29,2918300,LEE'S SUMMIT R-VII,2.92E+11,HILLTOP SCHOOL,87,7/1/2017
MISSOURI,29,2918300,LEE'S SUMMIT R-VII,2.92E+11,LEE'S SUMMIT WEST HIGH,96,7/1/2017
MISSOURI,29,2918360,LEETON R-X,2.92E+11,LEETON HIGH,80,7/1/2017
MISSOURI,29,2918420,LEOPOLD R-III,2.92E+11,LEOPOLD HIGH,50,7/1/2017
MISSOURI,29,2918450,LESTERVILLE R-IV,2.92E+11,LESTERVILLE HIGH,80,7/1/2017
MISSOURI,29,2918450,LESTERVILLE R-IV,2.92E+11,LESTERVILLE RANCH CAMPUS,50,7/1/2017
MISSOURI,29,2918460,LEWIS CO. C-1,2.92E+11,HIGHLAND JR.-SR. HIGH,95,7/1/2017
MISSOURI,29,2918480,LEXINGTON R-V,2.92E+11,LEXINGTON HIGH,90,7/1/2017
MISSOURI,29,2918510,LIBERAL R-II,2.92E+11,LIBERAL HIGH,80,7/1/2017
MISSOURI,29,2918540,LIBERTY 53,2.92E+11,LIBERTY HIGH,93,7/1/2017
